entity,extra_info
플라우타스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
플라타노 프리토,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
플라타노스 프리토스,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
피냐타 쿠키,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
피데오 수프,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Mexican""}"
피카디요,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Mexican""}"
피코 데 가요,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
하몬시요,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
호박꽃 수프,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
호코케,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
히카마,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
검은콩,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Mexican""}"
아야람포,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
마사모라 데 코치노,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
전갱이 세비체,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
야쿠 추페,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
그린 바나나 상고,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
기니피그 페피안,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
닭고기 아구아디토,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
돼지고기 아도보,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
둘세 데 마메이,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
둘세 데 파파야,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
둘세 오 콤포타 데 카모테,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
람바예케 알페니케,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
레체 데 티그레,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
로레타노 후아네,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
로모 살타도,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
로크로 데 가이나,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
로크로 데 사파요,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
리마식 오리 볶음밥,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
리마식 참푸,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
마사모라 모라다,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
마차카도 데 멤브리요,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
마하도 데 유카 콘 치차론,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
마하리스코,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
모루사,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
모케구아나 파타스카,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
몬동고 아야쿠차노,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
문어 치차론,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
민물고기 치차론,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
볼라도레스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
사라라와,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
산코차도,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
새우 아히,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
세비체,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
소머리 수프,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
솔테로,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
수다도 데 마차스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
쌀 후아네스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
아구아디토,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
아도보,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
아히 데 가이나,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
안테코코,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
안테파파야,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
안티쿠초스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
알파카 튀김,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
야자순 샐러드,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
에스카베체 데 포요,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
엔로야도,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
염소고기와 콩 요리,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
오유코 콘 차르키,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
오켄도스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
옥수수와 치즈,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
옥수수와 치차론,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
와누코식 매운 기니피그 요리,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
완카벨리카 빵,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
우미타스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
우추야추아 감자,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
이카식 카라풀크라,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
잠비토 라이스,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
조개 세비체,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
차르키,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
차벨로 세코,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
차이로,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
찬파이니타,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
초로스 알라 찰라카,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
초리야나식 생선,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
초코테하스,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
추뇨 콜라,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
추페 데 카마로네스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
추페 데 칸그레호,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
치클라야식 오리 볶음밥,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
칠면조 페피안,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
칭기리토,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
카라차마 생선 수프,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
카라풀크라,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
카사바 후아네스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
카우사 레예나,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
카우카우,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
칸카초,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
코르데로 알 팔로,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
콩을 곁들인 염소 고기 스튜,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
퀴노아 페스케,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
크레마 볼테아다,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
타말레스 안카시노스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
타카초 콘 세시나,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
타크나 파타스카,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
타크나식 매운 요리,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
탈라린 카세로,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
토르티야 데 라야,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
투론 데 도냐 페파,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
튀긴 기니피그와 매운 감자 요리,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
트루히요식 생선,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
파리웰라,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
파이체 피카디요,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
파타라슈카,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
폰데라시오네스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
푸스라,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
푸체로,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
프레홀 콜라도,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
프레홀레스 알라 트루히야나,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
피쿠로 구이,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
할레아,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
해산물 아구아디토,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
후아네,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Peruvian""}"
마사모라 데 마이스,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Peruvian""}"
소파 베르데,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Peruvian""}"
판츠크라우트,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
오파토프스카 우유 캐러멜,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
크로켓,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
헤르바타 구랄스카,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
가지 캐비어,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
감자 만두,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
감자 만두와 적양배추를 곁들인 오리 요리,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
결혼식 빵,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
골론카,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
과일 케이크,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
구운 소고기,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
그로훕카,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
그리차네 블리니,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
날레시니키,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
다진 고기 구이,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
돼지 목살 구이,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
돼지고기 커틀릿,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
등심,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
라추히,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
로수우,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
롤라다,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
롤라다 즈 미엥사 미엘로네고 즈 피에차르카미,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
롤라다 즈 쿠르차키엠 이 피에차르카미,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
루르키 즈 크레멤,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
리바 스마조나,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
마주레크,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
마쿠프키,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
마키에우키,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
메밀죽,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
미제리아,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
바라니나,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
바르시치 비아위,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
바바 바르샤프스카,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
보체크 스워니나,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
부딘,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
부라치키,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
비고스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
빌고라이 피에로기,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
사왓카,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
사왓카 오구르코바,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
사왓카 즈 보치키엠,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
살체손,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
소금물에 절인 오이,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
소렐 수프,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
솔니크,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
송아지 구이,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
쇠고기 안심,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
쇼도,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
수루브카 즈 마르헤브키,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
수루브카 즈 비아웨이 카푸스티,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
쉬체친 파프리카시,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
슈미에타나,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
슐레지에,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
슐롱스키에 니에보,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
스크바르카미를 곁들인 쿠기엘,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
스합 파셰로바니,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
시골식 구운 닭,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
시롭 즈 체불리,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
시에미에니오트카 또는 시에미오트카,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
야채 수프,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
연어,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
와인을 곁들인 돼지고기 구이,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
완두콩을 넣은 양배추 요리,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
우시카를 곁들인 바르시치,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
우유 캐러멜 사탕,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
으깬 감자,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
자피에칸카,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
절인 골론카,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
종이 접시에 담긴 자피에칸카,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
주레크,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
주르 또는 주레크,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
지오니에 라코프스키에,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
집에서 만든 날레시니키,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
청어와 옥수수 샐러드,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
체르니나,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
체불니아치키,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
초스니안카,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
카바노시,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
쿠기엘,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
쿠티아,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
크라쿠프 오브바제네크,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
크루프니오크,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
크바시니차,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
키엘바사,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
토르트,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
튀긴 농어,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
트바룩,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
파셰로바네 야이카,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
파슈테트,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
포르슈마크,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
프라조키,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
프시스막 피브니,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
프타시에 믈레치코,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
프티시,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
프티시에 케이크,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
플라키,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
플라키 또는 플라치키,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Polish""}"
피트카 카지미에르스카,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
흐워드니크,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
흘레브 비에브잔스키,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
브로우트주파,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
바바,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
피에로기 루스키에,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Polish""}"
피에차르코바,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
흐루스티,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Polish""}"
모르셀라,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Portuguese""}"
모엘라스,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Portuguese""}"
목동의 대구 수프,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Portuguese""}"
몰로토프,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Portuguese""}"
문어 쌀요리,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Portuguese""}"
미란데사 단맛 빵,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Portuguese""}"
밀가루 코팅 트리파,"{""tag"": ""food"", ""is_vegan"": ""no"", ""cuisine"": ""Portuguese""}"
밀-폴랴스,"{""tag"": ""food"", ""is_vegan"": ""undefined"", ""cuisine"": ""Portuguese""}"
바바 데 카멜로,"{""tag"": ""food"", ""is_vegan"": ""yes"", ""cuisine"": ""Portuguese""}"
